ORF,TF
YOL034W,27.0
YOL035C,19.0
YOL036W,24.0
YOL037C,16.0
YOL038C-A,9.0
YOL038W,43.0
YOL039W,42.0
YOL040C,47.0
YOL041C,39.0
YOL042W,22.0
YOL043C,23.0
YOL044W,14.0
YOL045W,21.0
YOL046C,20.0
YOL047C,43.0
YOL048C,38.0
YOL049W,17.0
YOL050C,17.0
YOL051W,32.0
YOL052C,38.0
YOL052C-A,73.0
YOL053W,27.0
YOL054W,27.0
YOL055C,34.0
YOL056W,22.0
YOL057W,38.0
YOL058W,86.0
YOL059W,42.0
YOL060C,34.0
YOL061W,20.0
YOL062C,16.0
YOL063C,18.0
YOL064C,28.0
YOL065C,23.0
YOL066C,19.0
YOL067C,25.0
YOL068C,23.0
YOL069W,23.0
YOL070C,22.0
YOL071W,43.0
YOL072W,23.0
YOL073C,30.0
YOL075C,30.0
YOL076W,38.0
YOL077C,41.0
YOL077W-A,57.0
YOL078W,24.0
YOL079W,19.0
YOL080C,27.0
YOL081W,28.0
YOL082W,49.0
YOL083C-A,
YOL083W,37.0
YOL084W,68.0
YOL085C,20.0
YOL085W-A,
YOL086C,69.0
YOL086W-A,11.0
YOL087C,24.0
YOL088C,20.0
YOL089C,21.0
YOL090W,25.0
YOL091W,29.0
YOL092W,27.0
YOL093W,22.0
YOL094C,17.0
YOL095C,18.0
YOL096C,19.0
YOL097C,35.0
YOL097W-A,4.0
YOL098C,23.0
YOL099C,14.0
YOL100W,26.0
YOL101C,90.0
YOL102C,19.0
YOL103W,27.0
YOL103W-A,22.0
YOL103W-B,26.0
YOL104C,62.0
YOL105C,44.0
YOL106W,31.0
YOL107W,28.0
YOL108C,36.0
YOL109W,70.0
YOL110W,39.0
YOL111C,57.0
YOL112W,16.0
YOL113W,30.0
YOL114C,21.0
YOL115W,34.0
YOL116W,26.0
YOL117W,35.0
YOL118C,20.0
YOL119C,87.0
YOL120C,41.0
YOL121C,52.0
YOL122C,42.0
YOL123W,40.0
YOL124C,33.0
YOL125W,40.0
YOL126C,76.0
YOL127W,49.0
YOL128C,30.0
YOL129W,18.0
YOL130W,25.0
YOL131W,28.0
YOL132W,27.0
YOL133W,22.0
YOL134C,13.0
YOL135C,20.0
YOL136C,63.0
YOL137W,25.0
YOL138C,22.0
YOL139C,33.0
YOL140W,34.0
YOL141W,35.0
YOL142W,25.0
YOL143C,68.0
YOL144W,45.0
YOL145C,20.0
YOL146W,26.0
YOL147C,26.0
YOL148C,24.0
YOL149W,39.0
YOL150C,43.0
YOL151W,74.0
YOL152W,45.0
YOL153C,35.0
YOL154W,52.0
YOL155C,77.0
YOL155W-A,8.0
YOL156W,65.0
YOL157C,51.0
YOL158C,61.0
YOL159C,45.0
YOL159C-A,6.0
YOL160W,22.0
YOL161C,37.0
YOL162W,30.0
YOL163W,35.0
YOL164W,35.0
YOL164W-A,7.0
YOL165C,31.0
YOL166C,21.0
YOL166W-A,10.0
YOR001W,26.0
YOR002W,21.0
YOR003W,23.0
YOR004W,34.0
YOR005C,26.0
YOR006C,31.0
YOR007C,22.0
YOR008C,29.0
YOR008C-A,26.0
YOR008W-B,8.0
YOR009W,41.0
YOR010C,49.0
YOR011W,45.0
YOR011W-A,
YOR012W,17.0
YOR013W,11.0
YOR014W,22.0
YOR015W,19.0
YOR016C,20.0
YOR017W,26.0
YOR018W,34.0
YOR019W,34.0
YOR020C,44.0
YOR020W-A,16.0
YOR021C,37.0
YOR022C,23.0
YOR023C,33.0
YOR024W,25.0
YOR025W,34.0
YOR026W,37.0
YOR027W,64.0
YOR028C,48.0
YOR029W,20.0
YOR030W,30.0
YOR031W,22.0
YOR032C,73.0
YOR032W-A,23.0
YOR033C,30.0
YOR034C,47.0
YOR034C-A,1.0
YOR035C,22.0
YOR036W,29.0
YOR037W,22.0
YOR038C,54.0
YOR039W,36.0
YOR040W,35.0
YOR041C,21.0
YOR042W,26.0
YOR043W,99.0
YOR044W,31.0
YOR045W,48.0
YOR046C,25.0
YOR047C,28.0
YOR048C,22.0
YOR049C,57.0
YOR050C,29.0
YOR051C,51.0
YOR052C,52.0
YOR053W,12.0
YOR054C,30.0
YOR055W,9.0
YOR056C,27.0
YOR057W,18.0
YOR058C,32.0
YOR059C,29.0
YOR060C,16.0
YOR061W,18.0
YOR062C,41.0
YOR063W,57.0
YOR064C,36.0
YOR065W,71.0
YOR066W,49.0
YOR067C,27.0
YOR068C,17.0
YOR069W,18.0
YOR070C,23.0
YOR071C,45.0
YOR072W,19.0
YOR072W-A,
YOR072W-B,8.0
YOR073W,43.0
YOR073W-A,
YOR074C,80.0
YOR075W,63.0
YOR076C,26.0
YOR077W,30.0
YOR078W,47.0
YOR079C,16.0
YOR080W,24.0
YOR081C,26.0
YOR082C,21.0
YOR083W,21.0
YOR084W,58.0
YOR085W,33.0
YOR086C,27.0
YOR087W,26.0
YOR089C,22.0
YOR090C,38.0
YOR091W,24.0
YOR092W,47.0
YOR093C,23.0
YOR094W,24.0
YOR095C,54.0
YOR096W,33.0
YOR097C,16.0
YOR098C,21.0
YOR099W,26.0
YOR100C,48.0
YOR101W,36.0
YOR102W,16.0
YOR103C,26.0
YOR104W,21.0
YOR105W,11.0
YOR106W,22.0
YOR107W,51.0
YOR108C-A,
YOR108W,31.0
YOR109W,17.0
YOR110W,17.0
YOR111W,20.0
YOR112W,18.0
YOR113W,22.0
YOR114W,21.0
YOR115C,18.0
YOR116C,20.0
YOR117W,17.0
YOR118W,17.0
YOR119C,25.0
YOR120W,40.0
YOR121C,18.0
YOR122C,20.0
YOR123C,13.0
YOR124C,17.0
YOR125C,15.0
YOR126C,16.0
YOR127W,15.0
YOR128C,26.0
YOR129C,20.0
YOR130C,26.0
YOR131C,15.0
YOR132W,24.0
YOR133W,20.0
YOR134W,44.0
YOR135C,18.0
YOR136W,32.0
YOR137C,28.0
YOR138C,33.0
YOR139C,10.0
YOR140W,32.0
YOR141C,16.0
YOR142W,23.0
YOR142W-A,14.0
YOR142W-B,19.0
YOR143C,22.0
YOR144C,17.0
YOR145C,20.0
YOR146W,16.0
YOR147W,19.0
YOR148C,33.0
YOR149C,18.0
YOR150W,22.0
YOR151C,18.0
YOR152C,38.0
YOR153W,56.0
YOR154W,20.0
YOR155C,15.0
YOR156C,12.0
YOR157C,19.0
YOR158W,20.0
YOR159C,15.0
YOR160W,24.0
YOR161C,50.0
YOR161C-C,8.0
YOR161W-A,
YOR161W-B,
YOR162C,25.0
YOR163W,21.0
YOR164C,17.0
YOR165W,13.0
YOR166C,18.0
YOR167C,25.0
YOR168W,20.0
YOR169C,9.0
YOR170W,11.0
YOR171C,17.0
YOR172W,20.0
YOR173W,56.0
YOR174W,18.0
YOR175C,23.0
YOR176W,28.0
YOR177C,25.0
YOR178C,56.0
YOR179C,23.0
YOR180C,32.0
YOR181W,26.0
YOR182C,57.0
YOR183W,27.0
YOR184W,38.0
YOR185C,34.0
YOR186C-A,
YOR186W,34.0
YOR187W,33.0
YOR188W,18.0
YOR189W,25.0
YOR190W,38.0
YOR191W,28.0
YOR192C,48.0
YOR192C-A,22.0
YOR192C-B,28.0
YOR192C-C,7.0
YOR193W,37.0
YOR194C,52.0
YOR195W,26.0
YOR196C,17.0
YOR197W,34.0
YOR198C,42.0
YOR199W,19.0
YOR200W,10.0
YOR201C,24.0
YOR202W,53.0
YOR203W,44.0
YOR204W,32.0
YOR205C,17.0
YOR206W,36.0
YOR207C,18.0
YOR208W,27.0
YOR209C,33.0
YOR210W,43.0
YOR211C,18.0
YOR212W,30.0
YOR213C,23.0
YOR214C,29.0
YOR215C,36.0
YOR216C,17.0
YOR217W,25.0
YOR218C,17.0
YOR219C,20.0
YOR220W,53.0
YOR221C,43.0
YOR222W,35.0
YOR223W,22.0
YOR224C,24.0
YOR225W,53.0
YOR226C,77.0
YOR227W,36.0
YOR228C,34.0
YOR229W,64.0
YOR230W,71.0
YOR231C-A,
YOR231W,31.0
YOR232W,23.0
YOR233W,20.0
YOR234C,53.0
YOR235W,33.0
YOR236W,47.0
YOR237W,38.0
YOR238W,16.0
YOR239W,47.0
YOR241W,13.0
YOR242C,25.0
YOR243C,32.0
YOR244W,24.0
YOR245C,26.0
YOR246C,47.0
YOR247W,71.0
YOR248W,55.0
YOR249C,18.0
YOR250C,26.0
YOR251C,22.0
YOR252W,45.0
YOR253W,26.0
YOR254C,35.0
YOR255W,27.0
YOR256C,27.0
YOR257W,31.0
YOR258W,29.0
YOR259C,23.0
YOR260W,32.0
YOR261C,29.0
YOR262W,26.0
YOR263C,18.0
YOR264W,30.0
YOR265W,39.0
YOR266W,19.0
YOR267C,42.0
YOR268C,48.0
YOR269W,35.0
YOR270C,33.0
YOR271C,25.0
YOR272W,48.0
YOR273C,72.0
YOR274W,42.0
YOR275C,19.0
YOR276W,36.0
YOR277C,44.0
YOR278W,29.0
YOR279C,19.0
YOR280C,24.0
YOR281C,24.0
YOR282W,17.0
YOR283W,32.0
YOR284W,28.0
YOR285W,50.0
YOR286W,25.0
YOR287C,32.0
YOR288C,34.0
YOR289W,47.0
YOR290C,20.0
YOR291W,26.0
YOR292C,43.0
YOR293C-A,3.0
YOR293W,53.0
YOR294W,35.0
YOR295W,21.0
YOR296W,18.0
YOR297C,30.0
YOR298C-A,53.0
YOR298W,54.0
YOR299W,32.0
YOR300W,17.0
YOR301W,30.0
YOR302W,54.0
YOR303W,59.0
YOR304C-A,19.0
YOR304W,30.0
YOR305W,34.0
YOR306C,66.0
YOR307C,29.0
YOR308C,20.0
YOR309C,39.0
YOR310C,39.0
YOR311C,20.0
YOR312C,36.0
YOR313C,53.0
YOR314W,29.0
YOR314W-A,9.0
YOR315W,81.0
YOR316C,42.0
YOR316C-A,17.0
YOR317W,68.0
YOR318C,37.0
YOR319W,41.0
YOR320C,28.0
YOR321W,38.0
YOR322C,20.0
YOR323C,27.0
YOR324C,63.0
YOR325W,15.0
YOR326W,28.0
YOR327C,39.0
YOR328W,42.0
YOR329C,35.0
YOR329W-A,
YOR330C,24.0
YOR331C,25.0
YOR332W,27.0
YOR333C,16.0
YOR334W,25.0
YOR335C,25.0
YOR335W-A,
YOR336W,28.0
YOR337W,28.0
YOR338W,43.0
YOR339C,27.0
YOR340C,32.0
YOR341W,33.0
YOR342C,51.0
YOR343C,25.0
YOR343W-A,29.0
YOR343W-B,35.0
YOR344C,64.0
YOR345C,29.0
YOR346W,28.0
YOR347C,62.0
YOR348C,62.0
YOR349W,38.0
YOR350C,21.0
YOR351C,38.0
YOR352W,21.0
YOR353C,19.0
YOR354C,68.0
YOR355W,44.0
YOR356W,22.0
YOR357C,48.0
YOR358W,23.0
YOR359W,38.0
YOR360C,26.0
YOR361C,38.0
YOR362C,22.0
YOR363C,16.0
YOR364W,17.0
YOR365C,18.0
YOR366W,20.0
YOR367W,64.0
YOR368W,25.0
YOR369C,42.0
YOR370C,35.0
YOR371C,20.0
YOR372C,47.0
YOR373W,27.0
YOR374W,56.0
YOR375C,63.0
YOR376W,23.0
YOR376W-A,8.0
YOR377W,54.0
YOR378W,49.0
YOR379C,15.0
YOR380W,31.0
YOR381W,49.0
YOR381W-A,6.0
YOR382W,80.0
YOR383C,64.0
YOR384W,47.0
YOR385W,44.0
YOR386W,35.0
YOR387C,36.0
YOR388C,47.0
YOR389W,45.0
YOR390W,38.0
YOR391C,44.0
YOR392W,13.0
YOR393W,46.0
YOR394C-A,5.0
YOR394W,38.0
YOR396C-A,
YOR396W,11.0
YPL001W,18.0
YPL002C,15.0
YPL003W,22.0
YPL004C,47.0
YPL005W,24.0
YPL006W,28.0
YPL007C,20.0
YPL008W,17.0
YPL009C,21.0
YPL010W,25.0
YPL011C,21.0
YPL012W,38.0
YPL013C,38.0
YPL014W,60.0
YPL015C,37.0
YPL016W,144.0
YPL017C,58.0
YPL018W,52.0
YPL019C,58.0
YPL020C,26.0
YPL021W,38.0
YPL022W,15.0
YPL023C,29.0
YPL024W,48.0
YPL025C,32.0
YPL026C,52.0
YPL027W,30.0
YPL028W,33.0
YPL029W,22.0
YPL030W,33.0
YPL031C,34.0
YPL032C,45.0
YPL033C,30.0
YPL034W,28.0
YPL035C,18.0
YPL036W,60.0
YPL037C,37.0
YPL038W,27.0
YPL038W-A,3.0
YPL039W,17.0
YPL040C,34.0
YPL041C,21.0
YPL042C,24.0
YPL043W,44.0
YPL044C,29.0
YPL045W,25.0
YPL046C,17.0
YPL047W,17.0
YPL048W,45.0
YPL049C,55.0
YPL050C,28.0
YPL051W,35.0
YPL052W,28.0
YPL053C,21.0
YPL054W,52.0
YPL055C,47.0
YPL056C,40.0
YPL057C,49.0
YPL058C,44.0
YPL059W,31.0
YPL060C-A,16.0
YPL060W,28.0
YPL061W,65.0
YPL062W,27.0
YPL063W,53.0
YPL064C,22.0
YPL065W,18.0
YPL066W,65.0
YPL067C,41.0
YPL068C,25.0
YPL069C,21.0
YPL070W,25.0
YPL071C,29.0
YPL072W,12.0
YPL073C,8.0
YPL074W,24.0
YPL075W,56.0
YPL076W,30.0
YPL077C,25.0
YPL078C,34.0
YPL079W,32.0
YPL080C,23.0
YPL081W,50.0
YPL082C,36.0
YPL083C,25.0
YPL084W,23.0
YPL085W,24.0
YPL086C,28.0
YPL087W,48.0
YPL088W,47.0
YPL089C,43.0
YPL090C,45.0
YPL091W,35.0
YPL092W,70.0
YPL093W,41.0
YPL094C,23.0
YPL095C,49.0
YPL096C-A,3.0
YPL096W,13.0
YPL097W,20.0
YPL098C,27.0
YPL099C,19.0
YPL100W,16.0
YPL101W,15.0
YPL102C,9.0
YPL103C,16.0
YPL104W,19.0
YPL105C,19.0
YPL106C,41.0
YPL107W,24.0
YPL108W,21.0
YPL109C,30.0
YPL110C,31.0
YPL111W,52.0
YPL112C,42.0
YPL113C,32.0
YPL114W,13.0
YPL115C,18.0
YPL116W,31.0
YPL117C,41.0
YPL118W,28.0
YPL119C,26.0
YPL119C-A,4.0
YPL120W,24.0
YPL121C,13.0
YPL122C,51.0
YPL123C,39.0
YPL124W,32.0
YPL125W,20.0
YPL126W,30.0
YPL127C,46.0
YPL128C,26.0
YPL129W,30.0
YPL130W,35.0
YPL131W,38.0
YPL132W,32.0
YPL133C,19.0
YPL134C,40.0
YPL135C-A,
YPL135W,49.0
YPL136W,21.0
YPL137C,43.0
YPL138C,17.0
YPL139C,29.0
YPL140C,17.0
YPL141C,32.0
YPL142C,42.0
YPL143W,45.0
YPL144W,40.0
YPL145C,37.0
YPL146C,43.0
YPL147W,30.0
YPL148C,28.0
YPL149W,39.0
YPL150W,19.0
YPL151C,26.0
YPL152W,22.0
YPL152W-A,3.0
YPL153C,24.0
YPL154C,45.0
YPL155C,22.0
YPL156C,75.0
YPL157W,29.0
YPL158C,32.0
YPL159C,29.0
YPL160W,39.0
YPL161C,21.0
YPL162C,21.0
YPL163C,75.0
YPL164C,21.0
YPL165C,24.0
YPL166W,28.0
YPL167C,14.0
YPL168W,16.0
YPL169C,23.0
YPL170W,47.0
YPL171C,56.0
YPL172C,28.0
YPL173W,30.0
YPL174C,26.0
YPL175W,22.0
YPL176C,31.0
YPL177C,58.0
YPL178W,28.0
YPL179W,22.0
YPL180W,24.0
YPL181W,28.0
YPL182C,21.0
YPL183C,26.0
YPL183W-A,39.0
YPL184C,28.0
YPL185W,18.0
YPL186C,36.0
YPL187W,69.0
YPL188W,27.0
YPL189C-A,14.0
YPL189W,56.0
YPL190C,33.0
YPL191C,23.0
YPL192C,29.0
YPL193W,22.0
YPL194W,18.0
YPL195W,30.0
YPL196W,36.0
YPL197C,27.0
YPL198W,46.0
YPL199C,30.0
YPL200W,20.0
YPL201C,27.0
YPL202C,35.0
YPL203W,40.0
YPL204W,28.0
YPL205C,15.0
YPL206C,31.0
YPL207W,34.0
YPL208W,32.0
YPL209C,26.0
YPL210C,25.0
YPL211W,49.0
YPL212C,31.0
YPL213W,25.0
YPL214C,26.0
YPL215W,31.0
YPL216W,29.0
YPL217C,25.0
YPL218W,31.0
YPL219W,20.0
YPL220W,30.0
YPL221W,45.0
YPL222C-A,
YPL222W,47.0
YPL223C,43.0
YPL224C,21.0
YPL225W,33.0
YPL226W,37.0
YPL227C,25.0
YPL228W,25.0
YPL229W,31.0
YPL230W,59.0
YPL231W,35.0
YPL232W,26.0
YPL233W,18.0
YPL234C,27.0
YPL235W,14.0
YPL236C,19.0
YPL237W,20.0
YPL238C,20.0
YPL239W,40.0
YPL240C,70.0
YPL241C,32.0
YPL242C,28.0
YPL243W,31.0
YPL244C,22.0
YPL245W,44.0
YPL246C,40.0
YPL247C,55.0
YPL248C,24.0
YPL249C,24.0
YPL249C-A,51.0
YPL250C,53.0
YPL250W-A,
YPL251W,41.0
YPL252C,34.0
YPL253C,45.0
YPL254W,23.0
YPL255W,36.0
YPL256C,65.0
YPL257W,20.0
YPL257W-A,18.0
YPL257W-B,38.0
YPL258C,37.0
YPL259C,21.0
YPL260W,24.0
YPL261C,13.0
YPL262W,33.0
YPL263C,21.0
YPL264C,25.0
YPL265W,68.0
YPL266W,35.0
YPL267W,29.0
YPL268W,32.0
YPL269W,21.0
YPL270W,27.0
YPL271W,51.0
YPL272C,31.0
YPL273W,59.0
YPL274W,54.0
YPL275W,23.0
YPL276W,31.0
YPL277C,33.0
YPL278C,34.0
YPL279C,39.0
YPL280W,48.0
YPL281C,45.0
YPL282C,29.0
YPL283C,56.0
YPL283W-A,
YPL283W-B,
YPR001W,42.0
YPR002C-A,34.0
YPR002W,54.0
YPR003C,19.0
YPR004C,36.0
YPR005C,39.0
YPR006C,35.0
YPR007C,26.0
YPR008W,26.0
YPR009W,52.0
YPR010C,42.0
YPR010C-A,5.0
YPR011C,23.0
YPR012W,17.0
YPR013C,66.0
YPR014C,15.0
YPR015C,50.0
YPR016C,29.0
YPR016W-A,1.0
YPR017C,27.0
YPR018W,23.0
YPR019W,24.0
YPR020W,60.0
YPR021C,20.0
YPR022C,21.0
YPR023C,17.0
YPR024W,31.0
YPR025C,25.0
YPR026W,35.0
YPR027C,26.0
YPR028W,43.0
YPR029C,24.0
YPR030W,39.0
YPR031W,18.0
YPR032W,19.0
YPR033C,19.0
YPR034W,24.0
YPR035W,62.0
YPR036W,36.0
YPR036W-A,25.0
YPR037C,25.0
YPR038W,24.0
YPR039W,17.0
YPR040W,44.0
YPR041W,34.0
YPR042C,24.0
YPR043W,51.0
YPR044C,35.0
YPR045C,25.0
YPR046W,21.0
YPR047W,24.0
YPR048W,27.0
YPR049C,25.0
YPR050C,18.0
YPR051W,28.0
YPR052C,35.0
YPR053C,30.0
YPR054W,39.0
YPR055W,46.0
YPR056W,23.0
YPR057W,26.0
YPR058W,24.0
YPR059C,13.0
YPR060C,34.0
YPR061C,31.0
YPR062W,34.0
YPR063C,37.0
YPR064W,28.0
YPR065W,54.0
YPR066W,20.0
YPR067W,23.0
YPR068C,16.0
YPR069C,33.0
YPR070W,18.0
YPR071W,20.0
YPR072W,27.0
YPR073C,35.0
YPR074C,54.0
YPR074W-A,6.0
YPR075C,28.0
YPR076W,20.0
YPR077C,22.0
YPR078C,26.0
YPR079W,25.0
YPR080W,27.0
YPR081C,20.0
YPR082C,14.0
YPR083W,20.0
YPR084W,12.0
YPR085C,17.0
YPR086W,14.0
YPR087W,14.0
YPR088C,12.0
YPR089W,14.0
YPR091C,21.0
YPR092W,18.0
YPR093C,24.0
YPR094W,20.0
YPR095C,16.0
YPR096C,15.0
YPR097W,14.0
YPR098C,20.0
YPR099C,16.0
YPR100W,15.0
YPR101W,22.0
YPR102C,30.0
YPR103W,18.0
YPR104C,20.0
YPR105C,21.0
YPR106W,29.0
YPR107C,23.0
YPR108W,28.0
YPR108W-A,7.0
YPR109W,28.0
YPR110C,25.0
YPR111W,24.0
YPR112C,25.0
YPR113W,25.0
YPR114W,18.0
YPR115W,18.0
YPR116W,18.0
YPR117W,18.0
YPR118W,14.0
YPR119W,42.0
YPR120C,23.0
YPR121W,28.0
YPR122W,32.0
YPR123C,15.0
YPR124W,41.0
YPR125W,18.0
YPR126C,17.0
YPR127W,30.0
YPR128C,20.0
YPR129W,20.0
YPR130C,13.0
YPR131C,20.0
YPR132W,29.0
YPR133C,16.0
YPR133W-A,24.0
YPR134W,19.0
YPR135W,15.0
YPR136C,10.0
YPR137C-A,10.0
YPR137C-B,12.0
YPR137W,29.0
YPR138C,43.0
YPR139C,23.0
YPR140W,23.0
YPR141C,26.0
YPR142C,15.0
YPR143W,17.0
YPR144C,35.0
YPR145C-A,7.0
YPR145W,47.0
YPR146C,12.0
YPR147C,19.0
YPR148C,35.0
YPR149W,58.0
YPR150W,19.0
YPR151C,46.0
YPR152C,24.0
YPR153W,17.0
YPR154W,30.0
YPR155C,21.0
YPR156C,36.0
YPR157W,41.0
YPR158C-C,16.0
YPR158C-D,12.0
YPR158W,41.0
YPR158W-A,16.0
YPR158W-B,29.0
YPR159C-A,11.0
YPR159W,58.0
YPR160C-A,
YPR160W,53.0
YPR160W-A,
YPR161C,15.0
YPR162C,18.0
YPR163C,19.0
YPR164W,19.0
YPR165W,18.0
YPR166C,23.0
YPR167C,35.0
YPR168W,25.0
YPR169W,18.0
YPR169W-A,
YPR170C,14.0
YPR170W-A,
YPR170W-B,1.0
YPR171W,19.0
YPR172W,25.0
YPR173C,14.0
YPR174C,24.0
YPR175W,21.0
YPR176C,30.0
YPR177C,13.0
YPR178W,13.0
YPR179C,21.0
YPR180W,20.0
YPR181C,20.0
YPR182W,22.0
YPR183W,24.0
YPR184W,42.0
YPR185W,21.0
YPR186C,21.0
YPR187W,20.0
YPR188C,12.0
YPR189W,18.0
YPR190C,23.0
YPR191W,31.0
YPR192W,41.0
YPR193C,22.0
YPR194C,51.0
YPR195C,24.0
YPR196W,30.0
YPR197C,14.0
YPR198W,25.0
YPR199C,15.0
YPR200C,26.0
YPR201W,25.0
YPR202W,29.0
YPR203W,19.0
YPR204C-A,
YPR204W,19.0
Q0010,4.0
Q0017,4.0
Q0032,2.0
Q0045,9.0
Q0050,12.0
Q0055,9.0
Q0060,5.0
Q0065,6.0
Q0070,7.0
Q0075,7.0
Q0080,13.0
Q0085,11.0
Q0092,3.0
Q0105,8.0
Q0110,8.0
Q0115,11.0
Q0120,9.0
Q0130,9.0
Q0140,6.0
Q0142,3.0
Q0143,3.0
Q0144,4.0
Q0160,4.0
Q0182,3.0
Q0250,10.0
Q0255,5.0
Q0275,13.0
Q0297,7.0
R0010W,1.0
R0020C,1.0
R0030W,1.0
R0040C,
